,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Lifetime Days,Country,Yearly_count
545,546,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,Uganda,0.6
372,373,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,United Kingdom,1.0
1389,1390,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,171.0,Ethiopia,0.5
286,287,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1673,1674,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,184.0,Spain,0.5
491,492,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
838,839,RoomMaster,Existing Room member,Free Trial,Senior Leader,Staff Nomination,checked,male,214.0,South Africa,0.6
237,238,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
722,723,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184.0,Nigeria,0.5
200,201,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
1030,1031,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,Kenya,0.6
1681,1682,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Corporate Partner,checked,female,153.0,Kenya,0.4
923,924,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1252,1253,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United Kingdom,0.6
1338,1339,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
63,64,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,Cote d'Ivoire,0.6
1291,1292,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Nigeria,1.0
1200,1201,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
586,587,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Rwanda,0.6
764,765,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,United States of America,1.0
1203,1204,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214.0,Mauritius,0.6
60,61,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
120,121,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
549,550,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
609,610,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United Kingdom,0.6
735,736,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Kenya,1.0
900,901,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,Staff Nomination,checked,male,123.0,Cote d'Ivoire,0.3
1497,1498,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
1434,1435,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,male,366.0,United States of America,1.0
784,785,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Kenya,0.6
201,202,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214.0,South Africa,0.6
1529,1530,RoomMaster,Existing Room member,Free Trial,Senior Leader,Advisory Council,checked,female,214.0,Ghana,0.6
1416,1417,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,214.0,South Africa,0.6
513,514,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Ghana,0.6
937,938,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184.0,Kenya,0.5
373,374,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,South Africa,1.0
1494,1495,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
338,339,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Mauritania,0.6
666,667,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
1125,1126,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,Staff Alumni,checked,male,153.0,South Africa,0.4
1349,1350,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,366.0,United States of America,1.0
788,789,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1222,1223,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184.0,Nigeria,0.5
1440,1441,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
202,203,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
157,158,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214.0,Angola,0.6
1148,1149,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
356,357,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,Donor,checked,female,214.0,Cote d'Ivoire,0.6
1230,1231,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,214.0,South Africa,0.6
1272,1273,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,XL Lagos Partner,checked,female,153.0,Nigeria,0.4
1628,1629,RoomMaster,Existing Room member,Staff Membership,Young Leader,AL Staff,checked,female,214.0,Kenya,0.6
1667,1668,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Guinea,0.6
633,634,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,South Africa,1.0
1653,1654,RoomMaster,The Room staff,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,153.0,Kenya,0.4
151,152,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
500,501,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,214.0,South Africa,0.6
756,757,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Kenya,0.6
199,200,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Morocco,0.6
627,628,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
676,677,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1598,1599,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
1560,1561,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
574,575,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,214.0,Senegal,0.6
827,828,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,France,0.6
1471,1472,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Mauritius,0.6
1711,1712,RoomMaster,ALA Staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,South Africa,0.6
311,312,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,Kenya,0.6
938,939,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
403,404,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214.0,South Africa,0.6
1072,1073,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
685,686,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Switzerland,0.6
1091,1092,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,171.0,Kenya,0.5
221,222,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214.0,France,0.6
1364,1365,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
1605,1606,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
763,764,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALUSB Alumni,checked,male,366.0,South Africa,1.0
1083,1084,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
726,727,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Cote d'Ivoire,0.6
1429,1430,RoomMaster,Existing Room member,Free Trial,Senior Leader,Advisory Council,checked,male,214.0,United States of America,0.6
386,387,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
976,977,RoomMaster,Joined post-Sprint - July,Free Trial,Senior Leader,Consultant,checked,male,123.0,India,0.3
1259,1260,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
565,566,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1520,1521,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,214.0,Senegal,0.6
752,753,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184.0,Rwanda,0.5
571,572,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,South Africa,0.5
67,68,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214.0,Kenya,0.6
1278,1279,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,214.0,South Africa,0.6
1037,1038,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Russia,0.6
1455,1456,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,United Arab Emirates,0.6
1320,1321,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,180.0,Kenya,0.5
1643,1644,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1012,1013,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
379,380,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
1670,1671,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Staff Alumni,checked,female,366.0,Mauritius,1.0
1397,1398,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
99,100,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,South Africa,0.6
1118,1119,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
717,718,RoomMaster,ALA Alumni,Founding Member,Young Leader,ALA Alumni,checked,female,153.0,United States of America,0.4
982,983,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
381,382,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,male,214.0,Uganda,0.6
1452,1453,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,214.0,United States of America,0.6
1469,1470,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Kenya,0.6
1580,1581,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
960,961,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,South Africa,1.0
859,860,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,184.0,Kenya,0.5
930,931,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,214.0,South Africa,0.6
1020,1021,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
1245,1246,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214.0,Kenya,0.6
493,494,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
65,66,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
187,188,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Liberia,0.6
699,700,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214.0,South Africa,0.6
922,923,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,South Africa,0.6
1316,1317,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
195,196,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,United States of America,0.6
648,649,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Rwanda,0.6
282,283,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Nigeria,1.0
686,687,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
1149,1150,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,United States of America,0.6
147,148,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
1161,1162,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
39,40,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
430,431,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214.0,South Africa,0.6
1361,1362,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,Entrepreneur in Residence,checked,female,214.0,Kenya,0.6
285,286,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,male,214.0,United States of America,0.6
385,386,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
1322,1323,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
93,94,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
741,742,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
624,625,RoomMaster,Existing Room member,Free Trial,Senior Leader,Entrepreneur in Residence,checked,male,214.0,United Arab Emirates,0.6
1362,1363,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
1450,1451,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214.0,Senegal,0.6
264,265,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
1514,1515,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,153.0,Morocco,0.4
184,185,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,Ghana,0.5
68,69,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,South Africa,1.0
330,331,RoomMaster,XL Nairobi 2018,Free Trial,Young Leader,XL Nairobi 2018,checked,female,214.0,United States of America,0.6
1235,1236,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Rwanda,0.6
353,354,RoomMaster,Existing Room member,Free Trial,Senior Leader,School of Wildlife Conservation,checked,male,214.0,Kenya,0.6
776,777,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
1652,1653,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,214.0,Kenya,0.6
595,596,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
1615,1616,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Rwanda,0.6
1621,1622,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1369,1370,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,United States of America,1.0
1234,1235,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
628,629,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,female,214.0,South Africa,0.6
1603,1604,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366.0,South Africa,1.0
118,119,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALUSB Alumni,checked,male,366.0,Rwanda,1.0
629,630,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United States of America,0.6
2,3,RoomMaster,ALU Staff,Staff Membership,Senior Leader,AL Staff,checked,male,214.0,Mauritius,0.6
283,284,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,Cameroon,0.6
964,965,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214.0,Rwanda,0.6
1132,1133,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,male,184.0,Rwanda,0.5
933,934,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
778,779,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1178,1179,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214.0,Kenya,0.6
1515,1516,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
693,694,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,214.0,Kenya,0.6
1485,1486,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,153.0,Malawi,0.4
991,992,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,ALUSB Alumni,checked,female,153.0,Kenya,0.4
1180,1181,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,214.0,South Africa,0.6
783,784,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Kenya,0.6
1423,1424,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1525,1526,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,South Africa,1.0
1153,1154,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214.0,United States of America,0.6
554,555,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
987,988,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,South Africa,0.6
1540,1541,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
340,341,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,214.0,Senegal,0.6
1460,1461,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Ghana,1.0
724,725,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
1269,1270,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
481,482,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
1422,1423,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Canada,0.6
418,419,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
524,525,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
590,591,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
1432,1433,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214.0,Kenya,0.6
160,161,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
148,149,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
1220,1221,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
889,890,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
433,434,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366.0,Botswana,1.0
1128,1129,RoomMaster,Existing Room member,Premium Paying,Senior Leader,ALN,checked,female,214.0,Kenya,0.6
164,165,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Nigeria,0.6
333,334,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,Corporate Partner,checked,female,123.0,Rwanda,0.3
350,351,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1634,1635,RoomMaster,Existing Room member,Founding Member,Senior Leader,School of Wildlife Conservation,checked,female,366.0,United Kingdom,1.0
304,305,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALUSB Alumni,checked,male,214.0,Ghana,0.6
1564,1565,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
442,443,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
1328,1329,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,South Africa,1.0
518,519,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184.0,Nigeria,0.5
357,358,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1573,1574,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,male,184.0,Mauritius,0.5
1055,1056,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,Kenya,0.6
35,36,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
1395,1396,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
342,343,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214.0,Kenya,0.6
754,755,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
435,436,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,214.0,Zimbabwe,0.6
8,9,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,female,214.0,South Africa,0.6
1552,1553,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Nigeria,1.0
820,821,RoomMaster,DSLP Nairobi 2020,Free Trial,Mid-career Leader,DSLP Nairobi 2020,checked,male,214.0,Kenya,0.6
1251,1252,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Ghana,0.6
555,556,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1022,1023,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,United States of America,0.6
1096,1097,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366.0,United Kingdom,1.0
572,573,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Mauritius,0.6
182,183,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
1662,1663,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALA Alumni,checked,female,214.0,South Africa,0.6
750,751,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,153.0,United Kingdom,0.4
1587,1588,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,214.0,United Kingdom,0.6
400,401,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
508,509,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,female,214.0,South Africa,0.6
46,47,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,female,214.0,Mauritius,0.6
312,313,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,male,214.0,Nigeria,0.6
152,153,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1217,1218,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
632,633,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United Arab Emirates,0.6
1331,1332,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,214.0,South Africa,0.6
1584,1585,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
1396,1397,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Rwanda,1.0
249,250,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,184.0,Rwanda,0.5
1318,1319,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Ghana,1.0
1260,1261,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214.0,Kenya,0.6
1100,1101,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,153.0,United Kingdom,0.4
319,320,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2019,checked,male,214.0,Kenya,0.6
1436,1437,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,Zimbabwe,0.6
728,729,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
